"date","aqs","pm25","o3"
2024-01-05 08:00:00,"Cid.Universitaria-USP-Ipen",5,30
2024-01-05 09:00:00,"Cid.Universitaria-USP-Ipen",7,36
2024-01-05 10:00:00,"Cid.Universitaria-USP-Ipen",8,45
2024-01-05 11:00:00,"Cid.Universitaria-USP-Ipen",7,61
2024-01-05 12:00:00,"Cid.Universitaria-USP-Ipen",11,96
2024-01-05 13:00:00,"Cid.Universitaria-USP-Ipen",7,119
2024-01-05 14:00:00,"Cid.Universitaria-USP-Ipen",9,120
2024-01-05 15:00:00,"Cid.Universitaria-USP-Ipen",12,86
2024-01-05 16:00:00,"Cid.Universitaria-USP-Ipen",18,59
2024-01-05 17:00:00,"Cid.Universitaria-USP-Ipen",0,51
2024-01-05 18:00:00,"Cid.Universitaria-USP-Ipen",14,51
2024-01-05 19:00:00,"Cid.Universitaria-USP-Ipen",17,46
2024-01-05 20:00:00,"Cid.Universitaria-USP-Ipen",4,40
2024-01-05 21:00:00,"Cid.Universitaria-USP-Ipen",2,35
2024-01-05 22:00:00,"Cid.Universitaria-USP-Ipen",5,30
2024-01-05 23:00:00,"Cid.Universitaria-USP-Ipen",4,30
2024-01-06 00:00:00,"Cid.Universitaria-USP-Ipen",2,28
2024-01-06 01:00:00,"Cid.Universitaria-USP-Ipen",1,24
2024-01-06 02:00:00,"Cid.Universitaria-USP-Ipen",0,34
2024-01-06 03:00:00,"Cid.Universitaria-USP-Ipen",0,32
2024-01-06 04:00:00,"Cid.Universitaria-USP-Ipen",2,26
2024-01-06 05:00:00,"Cid.Universitaria-USP-Ipen",13,35
2024-01-06 06:00:00,"Cid.Universitaria-USP-Ipen",9,NA
2024-01-06 07:00:00,"Cid.Universitaria-USP-Ipen",4,35
2024-01-06 08:00:00,"Cid.Universitaria-USP-Ipen",8,36
2024-01-06 09:00:00,"Cid.Universitaria-USP-Ipen",3,34
2024-01-06 10:00:00,"Cid.Universitaria-USP-Ipen",0,43
2024-01-06 11:00:00,"Cid.Universitaria-USP-Ipen",0,65
2024-01-06 12:00:00,"Cid.Universitaria-USP-Ipen",9,95
2024-01-06 13:00:00,"Cid.Universitaria-USP-Ipen",9,122
2024-01-06 14:00:00,"Cid.Universitaria-USP-Ipen",20,113
2024-01-06 15:00:00,"Cid.Universitaria-USP-Ipen",11,126
2024-01-06 16:00:00,"Cid.Universitaria-USP-Ipen",16,105
2024-01-06 17:00:00,"Cid.Universitaria-USP-Ipen",6,93
2024-01-06 18:00:00,"Cid.Universitaria-USP-Ipen",0,74
2024-01-06 19:00:00,"Cid.Universitaria-USP-Ipen",31,57
2024-01-06 20:00:00,"Cid.Universitaria-USP-Ipen",13,42
2024-01-06 21:00:00,"Cid.Universitaria-USP-Ipen",14,32
2024-01-06 22:00:00,"Cid.Universitaria-USP-Ipen",6,40
2024-01-06 23:00:00,"Cid.Universitaria-USP-Ipen",4,30
2024-01-07 00:00:00,"Cid.Universitaria-USP-Ipen",5,31
2024-01-07 01:00:00,"Cid.Universitaria-USP-Ipen",12,37
2024-01-07 02:00:00,"Cid.Universitaria-USP-Ipen",6,40
2024-01-07 03:00:00,"Cid.Universitaria-USP-Ipen",3,37
2024-01-07 04:00:00,"Cid.Universitaria-USP-Ipen",2,33
2024-01-07 05:00:00,"Cid.Universitaria-USP-Ipen",0,28
2024-01-07 06:00:00,"Cid.Universitaria-USP-Ipen",5,NA
2024-01-07 07:00:00,"Cid.Universitaria-USP-Ipen",12,30
2024-01-07 08:00:00,"Cid.Universitaria-USP-Ipen",19,38
2024-01-07 09:00:00,"Cid.Universitaria-USP-Ipen",1,50
2024-01-07 10:00:00,"Cid.Universitaria-USP-Ipen",6,68
2024-01-07 11:00:00,"Cid.Universitaria-USP-Ipen",9,99
2024-01-07 12:00:00,"Cid.Universitaria-USP-Ipen",11,134
2024-01-07 13:00:00,"Cid.Universitaria-USP-Ipen",3,120
2024-01-07 14:00:00,"Cid.Universitaria-USP-Ipen",2,114
2024-01-07 15:00:00,"Cid.Universitaria-USP-Ipen",20,128
2024-01-07 16:00:00,"Cid.Universitaria-USP-Ipen",23,122
2024-01-07 17:00:00,"Cid.Universitaria-USP-Ipen",69,111
2024-01-07 18:00:00,"Cid.Universitaria-USP-Ipen",44,105
2024-01-07 19:00:00,"Cid.Universitaria-USP-Ipen",3,81
2024-01-07 20:00:00,"Cid.Universitaria-USP-Ipen",0,45
2024-01-07 21:00:00,"Cid.Universitaria-USP-Ipen",9,28
2024-01-07 22:00:00,"Cid.Universitaria-USP-Ipen",31,15
2024-01-07 23:00:00,"Cid.Universitaria-USP-Ipen",12,6
2024-01-08 00:00:00,"Cid.Universitaria-USP-Ipen",19,3
2024-01-08 01:00:00,"Cid.Universitaria-USP-Ipen",17,3
2024-01-08 02:00:00,"Cid.Universitaria-USP-Ipen",17,6
2024-01-08 03:00:00,"Cid.Universitaria-USP-Ipen",5,9
2024-01-08 04:00:00,"Cid.Universitaria-USP-Ipen",10,11
2024-01-08 05:00:00,"Cid.Universitaria-USP-Ipen",13,5
2024-01-08 06:00:00,"Cid.Universitaria-USP-Ipen",9,NA
2024-01-08 07:00:00,"Cid.Universitaria-USP-Ipen",15,8
2024-01-08 08:00:00,"Cid.Universitaria-USP-Ipen",4,16
2024-01-08 09:00:00,"Cid.Universitaria-USP-Ipen",0,52
2024-01-08 10:00:00,"Cid.Universitaria-USP-Ipen",19,89
2024-01-08 11:00:00,"Cid.Universitaria-USP-Ipen",13,112
2024-01-08 12:00:00,"Cid.Universitaria-USP-Ipen",7,131
2024-01-08 13:00:00,"Cid.Universitaria-USP-Ipen",8,123
2024-01-08 14:00:00,"Cid.Universitaria-USP-Ipen",69,129
2024-01-08 15:00:00,"Cid.Universitaria-USP-Ipen",64,128
2024-01-08 16:00:00,"Cid.Universitaria-USP-Ipen",33,117
2024-01-08 17:00:00,"Cid.Universitaria-USP-Ipen",5,92
2024-01-08 18:00:00,"Cid.Universitaria-USP-Ipen",29,39
2024-01-08 19:00:00,"Cid.Universitaria-USP-Ipen",18,62
2024-01-08 20:00:00,"Cid.Universitaria-USP-Ipen",55,56
2024-01-08 21:00:00,"Cid.Universitaria-USP-Ipen",44,38
2024-01-08 22:00:00,"Cid.Universitaria-USP-Ipen",28,33
2024-01-08 23:00:00,"Cid.Universitaria-USP-Ipen",7,28
2024-01-09 00:00:00,"Cid.Universitaria-USP-Ipen",4,18
2024-01-09 01:00:00,"Cid.Universitaria-USP-Ipen",6,1
2024-01-09 02:00:00,"Cid.Universitaria-USP-Ipen",4,1
2024-01-09 03:00:00,"Cid.Universitaria-USP-Ipen",3,12
2024-01-09 04:00:00,"Cid.Universitaria-USP-Ipen",16,25
2024-01-09 05:00:00,"Cid.Universitaria-USP-Ipen",15,31
2024-01-09 06:00:00,"Cid.Universitaria-USP-Ipen",10,NA
2024-01-09 07:00:00,"Cid.Universitaria-USP-Ipen",6,47
2024-01-09 08:00:00,"Cid.Universitaria-USP-Ipen",8,54
2024-01-09 09:00:00,"Cid.Universitaria-USP-Ipen",3,68
2024-01-09 10:00:00,"Cid.Universitaria-USP-Ipen",4,77
2024-01-09 11:00:00,"Cid.Universitaria-USP-Ipen",18,97
2024-01-09 12:00:00,"Cid.Universitaria-USP-Ipen",25,122
2024-01-09 13:00:00,"Cid.Universitaria-USP-Ipen",25,134
2024-01-09 14:00:00,"Cid.Universitaria-USP-Ipen",10,144
2024-01-09 15:00:00,"Cid.Universitaria-USP-Ipen",2,163
2024-01-09 16:00:00,"Cid.Universitaria-USP-Ipen",11,165
2024-01-09 17:00:00,"Cid.Universitaria-USP-Ipen",5,134
2024-01-09 18:00:00,"Cid.Universitaria-USP-Ipen",26,114
2024-01-09 19:00:00,"Cid.Universitaria-USP-Ipen",31,87
2024-01-09 20:00:00,"Cid.Universitaria-USP-Ipen",29,51
2024-01-09 21:00:00,"Cid.Universitaria-USP-Ipen",8,24
2024-01-09 22:00:00,"Cid.Universitaria-USP-Ipen",5,6
2024-01-09 23:00:00,"Cid.Universitaria-USP-Ipen",9,13
2024-01-10 00:00:00,"Cid.Universitaria-USP-Ipen",12,15
2024-01-10 01:00:00,"Cid.Universitaria-USP-Ipen",5,79
2024-01-10 02:00:00,"Cid.Universitaria-USP-Ipen",8,59
2024-01-10 03:00:00,"Cid.Universitaria-USP-Ipen",1,50
2024-01-10 04:00:00,"Cid.Universitaria-USP-Ipen",6,53
2024-01-10 05:00:00,"Cid.Universitaria-USP-Ipen",14,55
2024-01-10 06:00:00,"Cid.Universitaria-USP-Ipen",16,NA
2024-01-10 07:00:00,"Cid.Universitaria-USP-Ipen",20,33
2024-01-10 08:00:00,"Cid.Universitaria-USP-Ipen",1,39
2024-01-10 09:00:00,"Cid.Universitaria-USP-Ipen",2,53
2024-01-10 10:00:00,"Cid.Universitaria-USP-Ipen",9,72
2024-01-10 11:00:00,"Cid.Universitaria-USP-Ipen",15,91
2024-01-10 12:00:00,"Cid.Universitaria-USP-Ipen",9,109
2024-01-10 13:00:00,"Cid.Universitaria-USP-Ipen",1,109
2024-01-10 14:00:00,"Cid.Universitaria-USP-Ipen",0,109
2024-01-10 15:00:00,"Cid.Universitaria-USP-Ipen",10,112
2024-01-10 16:00:00,"Cid.Universitaria-USP-Ipen",2,122
2024-01-10 17:00:00,"Cid.Universitaria-USP-Ipen",32,135
2024-01-10 18:00:00,"Cid.Universitaria-USP-Ipen",96,123
2024-01-10 19:00:00,"Cid.Universitaria-USP-Ipen",23,119
2024-01-10 20:00:00,"Cid.Universitaria-USP-Ipen",0,98
2024-01-10 21:00:00,"Cid.Universitaria-USP-Ipen",14,61
2024-01-10 22:00:00,"Cid.Universitaria-USP-Ipen",7,55
2024-01-10 23:00:00,"Cid.Universitaria-USP-Ipen",17,66
2024-01-11 00:00:00,"Cid.Universitaria-USP-Ipen",1,43
2024-01-11 01:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 02:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 03:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 04:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 05:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 06:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 07:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 08:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 09:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 10:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 11:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 12:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 13:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 14:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 15:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 16:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 17:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 18:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 19:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 20:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 21:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 22:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-11 23:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-12 00:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-12 01:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-12 02:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-12 03:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-12 04:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-12 05:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-12 06:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-12 07:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-12 08:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-12 09:00:00,"Cid.Universitaria-USP-Ipen",0,NA
2024-01-12 10:00:00,"Cid.Universitaria-USP-Ipen",10,NA
2024-01-12 11:00:00,"Cid.Universitaria-USP-Ipen",7,NA
2024-01-12 12:00:00,"Cid.Universitaria-USP-Ipen",3,NA
2024-01-12 13:00:00,"Cid.Universitaria-USP-Ipen",1,NA
2024-01-12 14:00:00,"Cid.Universitaria-USP-Ipen",1,NA
2024-01-12 15:00:00,"Cid.Universitaria-USP-Ipen",17,NA
2024-01-12 16:00:00,"Cid.Universitaria-USP-Ipen",27,NA
2024-01-12 17:00:00,"Cid.Universitaria-USP-Ipen",20,NA
2024-01-12 18:00:00,"Cid.Universitaria-USP-Ipen",3,NA
2024-01-12 19:00:00,"Cid.Universitaria-USP-Ipen",1,NA
2024-01-12 20:00:00,"Cid.Universitaria-USP-Ipen",15,NA
2024-01-12 21:00:00,"Cid.Universitaria-USP-Ipen",20,NA
2024-01-12 22:00:00,"Cid.Universitaria-USP-Ipen",39,NA
2024-01-12 23:00:00,"Cid.Universitaria-USP-Ipen",30,NA
2024-01-13 00:00:00,"Cid.Universitaria-USP-Ipen",7,NA
2024-01-13 01:00:00,"Cid.Universitaria-USP-Ipen",2,NA
2024-01-13 02:00:00,"Cid.Universitaria-USP-Ipen",0,NA
2024-01-13 03:00:00,"Cid.Universitaria-USP-Ipen",0,NA
2024-01-13 04:00:00,"Cid.Universitaria-USP-Ipen",0,NA
2024-01-13 05:00:00,"Cid.Universitaria-USP-Ipen",0,NA
2024-01-13 06:00:00,"Cid.Universitaria-USP-Ipen",0,NA
2024-01-13 07:00:00,"Cid.Universitaria-USP-Ipen",0,38
2024-01-13 08:00:00,"Cid.Universitaria-USP-Ipen",6,37
2024-01-13 09:00:00,"Cid.Universitaria-USP-Ipen",6,37
2024-01-13 10:00:00,"Cid.Universitaria-USP-Ipen",4,35
2024-01-13 11:00:00,"Cid.Universitaria-USP-Ipen",5,39
2024-01-13 12:00:00,"Cid.Universitaria-USP-Ipen",2,39
2024-01-13 13:00:00,"Cid.Universitaria-USP-Ipen",0,44
2024-01-13 14:00:00,"Cid.Universitaria-USP-Ipen",5,38
2024-01-13 15:00:00,"Cid.Universitaria-USP-Ipen",9,35
2024-01-13 16:00:00,"Cid.Universitaria-USP-Ipen",36,35
2024-01-13 17:00:00,"Cid.Universitaria-USP-Ipen",2,33
2024-01-13 18:00:00,"Cid.Universitaria-USP-Ipen",11,28
2024-01-13 19:00:00,"Cid.Universitaria-USP-Ipen",3,22
2024-01-13 20:00:00,"Cid.Universitaria-USP-Ipen",0,24
2024-01-13 21:00:00,"Cid.Universitaria-USP-Ipen",0,23
2024-01-13 22:00:00,"Cid.Universitaria-USP-Ipen",3,20
2024-01-13 23:00:00,"Cid.Universitaria-USP-Ipen",4,15
2024-01-14 00:00:00,"Cid.Universitaria-USP-Ipen",7,18
2024-01-14 01:00:00,"Cid.Universitaria-USP-Ipen",5,18
2024-01-14 02:00:00,"Cid.Universitaria-USP-Ipen",1,26
2024-01-14 03:00:00,"Cid.Universitaria-USP-Ipen",2,28
2024-01-14 04:00:00,"Cid.Universitaria-USP-Ipen",8,28
2024-01-14 05:00:00,"Cid.Universitaria-USP-Ipen",3,27
2024-01-14 06:00:00,"Cid.Universitaria-USP-Ipen",8,NA
2024-01-14 07:00:00,"Cid.Universitaria-USP-Ipen",11,20
2024-01-14 08:00:00,"Cid.Universitaria-USP-Ipen",12,28
2024-01-14 09:00:00,"Cid.Universitaria-USP-Ipen",14,48
2024-01-14 10:00:00,"Cid.Universitaria-USP-Ipen",2,51
2024-01-14 11:00:00,"Cid.Universitaria-USP-Ipen",0,69
2024-01-14 12:00:00,"Cid.Universitaria-USP-Ipen",20,92
2024-01-14 13:00:00,"Cid.Universitaria-USP-Ipen",5,89
2024-01-14 14:00:00,"Cid.Universitaria-USP-Ipen",5,92
2024-01-14 15:00:00,"Cid.Universitaria-USP-Ipen",2,87
2024-01-14 16:00:00,"Cid.Universitaria-USP-Ipen",18,96
2024-01-14 17:00:00,"Cid.Universitaria-USP-Ipen",6,109
2024-01-14 18:00:00,"Cid.Universitaria-USP-Ipen",17,113
2024-01-14 19:00:00,"Cid.Universitaria-USP-Ipen",56,82
2024-01-14 20:00:00,"Cid.Universitaria-USP-Ipen",32,59
2024-01-14 21:00:00,"Cid.Universitaria-USP-Ipen",14,42
2024-01-14 22:00:00,"Cid.Universitaria-USP-Ipen",9,25
2024-01-14 23:00:00,"Cid.Universitaria-USP-Ipen",9,11
2024-01-15 00:00:00,"Cid.Universitaria-USP-Ipen",29,2
2024-01-15 01:00:00,"Cid.Universitaria-USP-Ipen",9,1
2024-01-15 02:00:00,"Cid.Universitaria-USP-Ipen",15,1
2024-01-15 03:00:00,"Cid.Universitaria-USP-Ipen",7,0
2024-01-15 04:00:00,"Cid.Universitaria-USP-Ipen",9,0
2024-01-15 05:00:00,"Cid.Universitaria-USP-Ipen",27,1
2024-01-15 06:00:00,"Cid.Universitaria-USP-Ipen",23,NA
2024-01-15 07:00:00,"Cid.Universitaria-USP-Ipen",22,6
2024-01-15 08:00:00,"Cid.Universitaria-USP-Ipen",1,24
2024-01-15 09:00:00,"Cid.Universitaria-USP-Ipen",4,34
2024-01-15 10:00:00,"Cid.Universitaria-USP-Ipen",3,55
2024-01-15 11:00:00,"Cid.Universitaria-USP-Ipen",0,75
2024-01-15 12:00:00,"Cid.Universitaria-USP-Ipen",6,88
2024-01-15 13:00:00,"Cid.Universitaria-USP-Ipen",11,94
2024-01-15 14:00:00,"Cid.Universitaria-USP-Ipen",7,101
2024-01-15 15:00:00,"Cid.Universitaria-USP-Ipen",3,101
2024-01-15 16:00:00,"Cid.Universitaria-USP-Ipen",0,97
2024-01-15 17:00:00,"Cid.Universitaria-USP-Ipen",2,107
2024-01-15 18:00:00,"Cid.Universitaria-USP-Ipen",20,104
2024-01-15 19:00:00,"Cid.Universitaria-USP-Ipen",17,95
2024-01-15 20:00:00,"Cid.Universitaria-USP-Ipen",22,67
2024-01-15 21:00:00,"Cid.Universitaria-USP-Ipen",16,52
2024-01-15 22:00:00,"Cid.Universitaria-USP-Ipen",13,42
2024-01-15 23:00:00,"Cid.Universitaria-USP-Ipen",9,25
2024-01-16 00:00:00,"Cid.Universitaria-USP-Ipen",8,17
2024-01-16 01:00:00,"Cid.Universitaria-USP-Ipen",13,19
2024-01-16 02:00:00,"Cid.Universitaria-USP-Ipen",15,36
2024-01-16 03:00:00,"Cid.Universitaria-USP-Ipen",2,40
2024-01-16 04:00:00,"Cid.Universitaria-USP-Ipen",2,34
2024-01-16 05:00:00,"Cid.Universitaria-USP-Ipen",6,34
2024-01-16 06:00:00,"Cid.Universitaria-USP-Ipen",1,NA
2024-01-16 07:00:00,"Cid.Universitaria-USP-Ipen",18,16
2024-01-16 08:00:00,"Cid.Universitaria-USP-Ipen",3,34
2024-01-16 09:00:00,"Cid.Universitaria-USP-Ipen",7,51
2024-01-16 10:00:00,"Cid.Universitaria-USP-Ipen",10,72
2024-01-16 11:00:00,"Cid.Universitaria-USP-Ipen",10,90
2024-01-16 12:00:00,"Cid.Universitaria-USP-Ipen",13,96
2024-01-16 13:00:00,"Cid.Universitaria-USP-Ipen",2,95
2024-01-16 14:00:00,"Cid.Universitaria-USP-Ipen",1,99
2024-01-16 15:00:00,"Cid.Universitaria-USP-Ipen",0,103
2024-01-16 16:00:00,"Cid.Universitaria-USP-Ipen",75,110
2024-01-16 17:00:00,"Cid.Universitaria-USP-Ipen",80,110
2024-01-16 18:00:00,"Cid.Universitaria-USP-Ipen",9,107
2024-01-16 19:00:00,"Cid.Universitaria-USP-Ipen",2,110
2024-01-16 20:00:00,"Cid.Universitaria-USP-Ipen",0,88
2024-01-16 21:00:00,"Cid.Universitaria-USP-Ipen",0,70
2024-01-16 22:00:00,"Cid.Universitaria-USP-Ipen",2,39
2024-01-16 23:00:00,"Cid.Universitaria-USP-Ipen",8,24
2024-01-17 00:00:00,"Cid.Universitaria-USP-Ipen",8,37
2024-01-17 01:00:00,"Cid.Universitaria-USP-Ipen",13,43
2024-01-17 02:00:00,"Cid.Universitaria-USP-Ipen",8,40
2024-01-17 03:00:00,"Cid.Universitaria-USP-Ipen",2,30
2024-01-17 04:00:00,"Cid.Universitaria-USP-Ipen",15,30
2024-01-17 05:00:00,"Cid.Universitaria-USP-Ipen",15,24
2024-01-17 06:00:00,"Cid.Universitaria-USP-Ipen",17,NA
2024-01-17 07:00:00,"Cid.Universitaria-USP-Ipen",10,9
2024-01-17 08:00:00,"Cid.Universitaria-USP-Ipen",5,30
2024-01-17 09:00:00,"Cid.Universitaria-USP-Ipen",2,58
2024-01-17 10:00:00,"Cid.Universitaria-USP-Ipen",18,71
2024-01-17 11:00:00,"Cid.Universitaria-USP-Ipen",5,97
2024-01-17 12:00:00,"Cid.Universitaria-USP-Ipen",8,108
2024-01-17 13:00:00,"Cid.Universitaria-USP-Ipen",1,113
2024-01-17 14:00:00,"Cid.Universitaria-USP-Ipen",8,111
2024-01-17 15:00:00,"Cid.Universitaria-USP-Ipen",13,100
2024-01-17 16:00:00,"Cid.Universitaria-USP-Ipen",10,95
2024-01-17 17:00:00,"Cid.Universitaria-USP-Ipen",13,67
2024-01-17 18:00:00,"Cid.Universitaria-USP-Ipen",38,60
2024-01-17 19:00:00,"Cid.Universitaria-USP-Ipen",39,55
2024-01-17 20:00:00,"Cid.Universitaria-USP-Ipen",8,42
2024-01-17 21:00:00,"Cid.Universitaria-USP-Ipen",1,52
2024-01-17 22:00:00,"Cid.Universitaria-USP-Ipen",6,46
2024-01-17 23:00:00,"Cid.Universitaria-USP-Ipen",17,31
2024-01-18 00:00:00,"Cid.Universitaria-USP-Ipen",5,20
2024-01-18 01:00:00,"Cid.Universitaria-USP-Ipen",15,19
2024-01-18 02:00:00,"Cid.Universitaria-USP-Ipen",11,45
2024-01-18 03:00:00,"Cid.Universitaria-USP-Ipen",1,32
2024-01-18 04:00:00,"Cid.Universitaria-USP-Ipen",10,13
2024-01-18 05:00:00,"Cid.Universitaria-USP-Ipen",8,6
2024-01-18 06:00:00,"Cid.Universitaria-USP-Ipen",20,NA
2024-01-18 07:00:00,"Cid.Universitaria-USP-Ipen",7,28
2024-01-18 08:00:00,"Cid.Universitaria-USP-Ipen",13,35
2024-01-18 09:00:00,"Cid.Universitaria-USP-Ipen",4,54
2024-01-18 10:00:00,"Cid.Universitaria-USP-Ipen",2,77
2024-01-18 11:00:00,"Cid.Universitaria-USP-Ipen",14,106
2024-01-18 12:00:00,"Cid.Universitaria-USP-Ipen",14,119
2024-01-18 13:00:00,"Cid.Universitaria-USP-Ipen",0,119
2024-01-18 14:00:00,"Cid.Universitaria-USP-Ipen",2,125
2024-01-18 15:00:00,"Cid.Universitaria-USP-Ipen",17,133
2024-01-18 16:00:00,"Cid.Universitaria-USP-Ipen",26,126
2024-01-18 17:00:00,"Cid.Universitaria-USP-Ipen",55,107
2024-01-18 18:00:00,"Cid.Universitaria-USP-Ipen",19,60
2024-01-18 19:00:00,"Cid.Universitaria-USP-Ipen",27,55
2024-01-18 20:00:00,"Cid.Universitaria-USP-Ipen",27,47
2024-01-18 21:00:00,"Cid.Universitaria-USP-Ipen",14,58
2024-01-18 22:00:00,"Cid.Universitaria-USP-Ipen",9,70
2024-01-18 23:00:00,"Cid.Universitaria-USP-Ipen",5,62
2024-01-19 00:00:00,"Cid.Universitaria-USP-Ipen",4,56
2024-01-19 01:00:00,"Cid.Universitaria-USP-Ipen",6,66
2024-01-19 02:00:00,"Cid.Universitaria-USP-Ipen",0,60
2024-01-19 03:00:00,"Cid.Universitaria-USP-Ipen",3,49
2024-01-19 04:00:00,"Cid.Universitaria-USP-Ipen",2,44
2024-01-19 05:00:00,"Cid.Universitaria-USP-Ipen",3,48
2024-01-19 06:00:00,"Cid.Universitaria-USP-Ipen",1,NA
2024-01-19 07:00:00,"Cid.Universitaria-USP-Ipen",4,36
2024-01-19 08:00:00,"Cid.Universitaria-USP-Ipen",6,43
2024-01-19 09:00:00,"Cid.Universitaria-USP-Ipen",0,45
2024-01-19 10:00:00,"Cid.Universitaria-USP-Ipen",7,56
2024-01-19 11:00:00,"Cid.Universitaria-USP-Ipen",11,70
2024-01-19 12:00:00,"Cid.Universitaria-USP-Ipen",3,68
2024-01-19 13:00:00,"Cid.Universitaria-USP-Ipen",19,74
2024-01-19 14:00:00,"Cid.Universitaria-USP-Ipen",15,84
2024-01-19 15:00:00,"Cid.Universitaria-USP-Ipen",5,98
2024-01-19 16:00:00,"Cid.Universitaria-USP-Ipen",5,102
2024-01-19 17:00:00,"Cid.Universitaria-USP-Ipen",22,101
2024-01-19 18:00:00,"Cid.Universitaria-USP-Ipen",18,86
2024-01-19 19:00:00,"Cid.Universitaria-USP-Ipen",0,82
2024-01-19 20:00:00,"Cid.Universitaria-USP-Ipen",25,55
2024-01-19 21:00:00,"Cid.Universitaria-USP-Ipen",16,37
2024-01-19 22:00:00,"Cid.Universitaria-USP-Ipen",15,16
2024-01-19 23:00:00,"Cid.Universitaria-USP-Ipen",8,22
2024-01-20 00:00:00,"Cid.Universitaria-USP-Ipen",9,31
2024-01-20 01:00:00,"Cid.Universitaria-USP-Ipen",4,35
2024-01-20 02:00:00,"Cid.Universitaria-USP-Ipen",4,45
2024-01-20 03:00:00,"Cid.Universitaria-USP-Ipen",14,50
2024-01-20 04:00:00,"Cid.Universitaria-USP-Ipen",27,57
2024-01-20 05:00:00,"Cid.Universitaria-USP-Ipen",9,60
2024-01-20 06:00:00,"Cid.Universitaria-USP-Ipen",1,NA
2024-01-20 07:00:00,"Cid.Universitaria-USP-Ipen",0,59
2024-01-20 08:00:00,"Cid.Universitaria-USP-Ipen",4,56
2024-01-20 09:00:00,"Cid.Universitaria-USP-Ipen",2,60
2024-01-20 10:00:00,"Cid.Universitaria-USP-Ipen",7,69
2024-01-20 11:00:00,"Cid.Universitaria-USP-Ipen",1,75
2024-01-20 12:00:00,"Cid.Universitaria-USP-Ipen",16,81
2024-01-20 13:00:00,"Cid.Universitaria-USP-Ipen",14,80
2024-01-20 14:00:00,"Cid.Universitaria-USP-Ipen",2,81
2024-01-20 15:00:00,"Cid.Universitaria-USP-Ipen",23,80
2024-01-20 16:00:00,"Cid.Universitaria-USP-Ipen",4,75
2024-01-20 17:00:00,"Cid.Universitaria-USP-Ipen",28,70
2024-01-20 18:00:00,"Cid.Universitaria-USP-Ipen",13,62
2024-01-20 19:00:00,"Cid.Universitaria-USP-Ipen",13,63
2024-01-20 20:00:00,"Cid.Universitaria-USP-Ipen",1,50
2024-01-20 21:00:00,"Cid.Universitaria-USP-Ipen",6,42
2024-01-20 22:00:00,"Cid.Universitaria-USP-Ipen",9,31
2024-01-20 23:00:00,"Cid.Universitaria-USP-Ipen",7,13
2024-01-21 00:00:00,"Cid.Universitaria-USP-Ipen",4,15
2024-01-21 01:00:00,"Cid.Universitaria-USP-Ipen",2,11
2024-01-21 02:00:00,"Cid.Universitaria-USP-Ipen",7,23
2024-01-21 03:00:00,"Cid.Universitaria-USP-Ipen",13,24
2024-01-21 04:00:00,"Cid.Universitaria-USP-Ipen",14,31
2024-01-21 05:00:00,"Cid.Universitaria-USP-Ipen",3,37
2024-01-21 06:00:00,"Cid.Universitaria-USP-Ipen",10,NA
2024-01-21 07:00:00,"Cid.Universitaria-USP-Ipen",5,34
2024-01-21 08:00:00,"Cid.Universitaria-USP-Ipen",10,44
